1 33 83 77 30 37 77 
1 30 37 77 -2 37 77 
1 -2 37 77 -4 97 134 
1 -7 98 134 -7 97 127 
1 -7 97 127 -10 98 127 
1 -10 98 127 -10 102 127 
1 -7 98 134 -4 97 134 
1 20 65 -10 15 20 -15 
